episode,timestep,reward
211,212000,-100.0
213,214000,-100.0
215,216000,-100.0
217,218000,-100.0
219,220000,-100.0
221,222000,-100.0
223,224000,-100.0
225,226000,-100.0
227,228000,-100.0
229,230000,-100.0
231,232000,-100.0
233,234000,-100.0
235,236000,-100.0
237,238000,-100.0
239,240000,-100.0
241,242000,-100.0
243,244000,-100.0
245,246000,-100.0
247,248000,-100.0
249,250000,-100.0
251,252000,-100.0
253,254000,-100.0
255,256000,-100.0
257,258000,-100.0
259,260000,-100.0
261,262000,-100.0
263,264000,-100.0
265,266000,-100.0
267,268000,-100.0
269,270000,-100.0
271,272000,-100.0
273,274000,-100.0
275,276000,-100.0
277,278000,-100.0
279,280000,-100.0
281,282000,-100.0
283,284000,-100.0
285,286000,-100.0
287,288000,-100.0
289,290000,-100.0
291,292000,-100.0
293,294000,-100.0
295,296000,-100.0
297,298000,-100.0
299,300000,-100.0
301,302000,-100.0
303,304000,-100.0
305,306000,-100.0
307,308000,-100.0
309,310000,-100.0
311,312000,-100.0
313,314000,-100.0
315,316000,-100.0
317,318000,-100.0
319,320000,-100.0
321,322000,-100.0
323,324000,-100.0
325,326000,-100.0
327,328000,-100.0
329,330000,-100.0
331,332000,-100.0
333,334000,-100.0
335,336000,-100.0
337,338000,-100.0
339,340000,-100.0
341,342000,-100.0
343,344000,-100.0
345,346000,-100.0
347,348000,-100.0
349,350000,-100.0
351,352000,-100.0
353,354000,-100.0
355,356000,-100.0
357,358000,-100.0
359,360000,-100.0
361,362000,-100.0
363,364000,-100.0
365,366000,-100.0
367,368000,-100.0
369,370000,-100.0
371,372000,-100.0
373,374000,-100.0
375,376000,-100.0
377,378000,-100.0
379,380000,-100.0
381,382000,-100.0
383,384000,-100.0
385,386000,-100.0
387,388000,-100.0
389,390000,-100.0
391,392000,-100.0
393,394000,-100.0
395,396000,-100.0
397,398000,-100.0
399,400000,-100.0
401,402000,-100.0
403,404000,-100.0
405,406000,-100.0
407,408000,-100.0
409,410000,-100.0
411,412000,-100.0
413,414000,-100.0
415,416000,-100.0
417,418000,-100.0
419,420000,-100.0
421,422000,-100.0
423,424000,-100.0
425,426000,-100.0
427,428000,-100.0
429,430000,-100.0
431,432000,-100.0
433,434000,-100.0
435,436000,-100.0
437,438000,-100.0
439,440000,-100.0
441,442000,-100.0
443,444000,-100.0
445,446000,-100.0
447,448000,-100.0
449,450000,-100.0
451,452000,-100.0
453,454000,-100.0
455,456000,-100.0
457,458000,-100.0
459,460000,-100.0
461,462000,-100.0
463,464000,-100.0
465,466000,-100.0
467,468000,-100.0
469,470000,-100.0
471,472000,-100.0
473,474000,-100.0
475,476000,-100.0
477,478000,-100.0
479,480000,-100.0
481,482000,-100.0
483,484000,-100.0
485,486000,-100.0
487,488000,-100.0
489,490000,-100.0
491,492000,-100.0
493,494000,-100.0
495,496000,-100.0
497,498000,-100.0
499,500000,-100.0
501,502000,-100.0
503,504000,-100.0
505,506000,-100.0
507,508000,-100.0
509,510000,-100.0
511,512000,-100.0
513,514000,-100.0
515,516000,-100.0
517,518000,-100.0
519,520000,-100.0
521,522000,-100.0
523,524000,-100.0
525,526000,-100.0
527,528000,-100.0
529,530000,-100.0
531,532000,-100.0
533,534000,-100.0
535,536000,-100.0
537,538000,-100.0
539,540000,-100.0
541,542000,-100.0
543,544000,-100.0
545,546000,-100.0
547,548000,-100.0
549,550000,-100.0
551,552000,-100.0
553,554000,-100.0
555,556000,-100.0
557,558000,-100.0
559,560000,-100.0
561,562000,-100.0
563,564000,-100.0
565,566000,-100.0
567,568000,-100.0
569,570000,-100.0
571,572000,-100.0
573,574000,-100.0
575,576000,-100.0
577,578000,-100.0
579,580000,-100.0
581,582000,-100.0
583,584000,-100.0
585,586000,-100.0
587,588000,-100.0
589,590000,-100.0
591,592000,-100.0
593,594000,-100.0
595,596000,-100.0
597,598000,-100.0
599,600000,-100.0
601,602000,-100.0
603,604000,-100.0
605,606000,-100.0
607,608000,-100.0
609,610000,-100.0
611,612000,-100.0
613,614000,-100.0
615,616000,-100.0
617,618000,-100.0
619,620000,-100.0
621,622000,-100.0
623,624000,-100.0
625,626000,-100.0
627,628000,-100.0
629,630000,-100.0
631,632000,-100.0
633,634000,-100.0
635,636000,-100.0
637,638000,-100.0
639,640000,-100.0
641,642000,-100.0
643,644000,-100.0
645,646000,-100.0
647,648000,-100.0
649,650000,-100.0
651,652000,-100.0
653,654000,-100.0
655,656000,-100.0
657,658000,-100.0
659,660000,-100.0
661,662000,-100.0
663,664000,-100.0
665,666000,-100.0
667,668000,-100.0
669,670000,-100.0
671,672000,-100.0
673,674000,-100.0
675,676000,-100.0
677,678000,-100.0
679,680000,-100.0
681,682000,-100.0
683,684000,-100.0
685,686000,-100.0
687,688000,-100.0
689,690000,-100.0
691,692000,-100.0
693,694000,-100.0
695,696000,-100.0
697,698000,-100.0
699,700000,-100.0
701,702000,-100.0
703,704000,-100.0
705,706000,-100.0
707,708000,-100.0
709,710000,-100.0
711,712000,-100.0
713,714000,-100.0
715,716000,-100.0
717,718000,-100.0
719,720000,-100.0
721,722000,-100.0
723,724000,-100.0
725,726000,-100.0
727,728000,-100.0
729,730000,-100.0
731,732000,-100.0
733,734000,-100.0
735,736000,-100.0
737,738000,-100.0
739,740000,-100.0
741,742000,-100.0
743,744000,-100.0
745,746000,-100.0
747,748000,-100.0
749,750000,-100.0
751,752000,-100.0
753,754000,-100.0
755,756000,-100.0
757,758000,-100.0
759,760000,-100.0
761,762000,-100.0
763,764000,-100.0
765,766000,-100.0
767,768000,-100.0
769,770000,-100.0
771,772000,-100.0
773,774000,-100.0
775,776000,-100.0
777,778000,-100.0
779,780000,-100.0
781,782000,-100.0
783,784000,-100.0
785,786000,-100.0
787,788000,-100.0
789,790000,-100.0
791,792000,-100.0
793,794000,-100.0
795,796000,-100.0
797,798000,-100.0
799,800000,-100.0
801,802000,-100.0
803,804000,-100.0
805,806000,-100.0
807,808000,-100.0
809,810000,-100.0
811,812000,-100.0
813,814000,-100.0
815,816000,-100.0
817,818000,-100.0
819,820000,-100.0
821,822000,-100.0
823,824000,-100.0
825,826000,-100.0
827,828000,-100.0
829,830000,-100.0
831,832000,-100.0
833,834000,-100.0
835,836000,-100.0
837,838000,-100.0
839,840000,-100.0
841,842000,-100.0
843,844000,-100.0
845,846000,-100.0
847,848000,-100.0
849,850000,-100.0
851,852000,-100.0
853,854000,-100.0
855,856000,-100.0
857,858000,-100.0
859,860000,-100.0
861,862000,-100.0
863,864000,-100.0
865,866000,-100.0
867,868000,-100.0
869,870000,-100.0
871,872000,-100.0
873,874000,-100.0
875,876000,-100.0
877,878000,-100.0
879,880000,-100.0
881,882000,-100.0
883,884000,-100.0
885,886000,-100.0
887,888000,-100.0
889,890000,-100.0
891,892000,-100.0
893,894000,-100.0
895,896000,-100.0
897,898000,-100.0
899,900000,-100.0
901,902000,-100.0
903,904000,-100.0
905,906000,-100.0
907,908000,-100.0
909,910000,-100.0
911,912000,-100.0
913,914000,-100.0
915,916000,-100.0
917,918000,-100.0
919,920000,-100.0
921,922000,-100.0
923,924000,-100.0
925,926000,-100.0
927,928000,-100.0
929,930000,-100.0
931,932000,-100.0
933,934000,-100.0
935,936000,-100.0
937,938000,-100.0
939,940000,-100.0
941,942000,-100.0
943,944000,-100.0
945,946000,-100.0
947,948000,-100.0
949,950000,-100.0
951,952000,-100.0
953,954000,-100.0
955,956000,-100.0
957,958000,-100.0
959,960000,-100.0
961,962000,-100.0
963,964000,-100.0
965,966000,-100.0
967,968000,-100.0
969,970000,-100.0
971,972000,-100.0
973,974000,-100.0
975,976000,-100.0
977,978000,-100.0
979,980000,-100.0
981,982000,-100.0
983,984000,-100.0
985,986000,-100.0
987,988000,-100.0
989,990000,-100.0
991,992000,-100.0
993,994000,-100.0
995,996000,-100.0
997,998000,-100.0
999,1000000,-100.0
1001,1002000,-100.0
1003,1004000,-100.0
1005,1006000,-100.0
1007,1008000,-100.0
1009,1010000,-100.0
1011,1012000,-100.0
1013,1014000,-100.0
1015,1016000,-100.0
1017,1018000,-100.0
1019,1020000,-100.0
1021,1022000,-100.0
1023,1024000,-100.0
1025,1026000,-100.0
1027,1028000,-100.0
1029,1030000,-100.0
1031,1032000,-100.0
1033,1034000,-100.0
1035,1036000,-100.0
1037,1038000,-100.0
1039,1040000,-100.0
1041,1042000,-100.0
1043,1044000,-100.0
1045,1046000,-100.0
1047,1048000,-100.0
1049,1050000,-100.0
1051,1052000,-100.0
1053,1054000,-100.0
1055,1056000,-100.0
1057,1058000,-100.0
1059,1060000,-100.0
1061,1062000,-100.0
1063,1064000,-100.0
1065,1066000,-100.0
1067,1068000,-100.0
1069,1070000,-100.0
1071,1072000,-100.0
1073,1074000,-100.0
1075,1076000,-100.0
1077,1078000,-100.0
1079,1080000,-100.0
1081,1082000,-100.0
1083,1084000,-100.0
1085,1086000,-100.0
1087,1088000,-100.0
1089,1090000,-100.0
1091,1092000,-100.0
1093,1094000,-100.0
1095,1096000,-100.0
1097,1098000,-100.0
1099,1100000,-100.0
1101,1102000,-100.0
1103,1104000,-100.0
1105,1106000,-100.0
1107,1108000,-100.0
1109,1110000,-100.0
1111,1112000,-100.0
1113,1114000,-100.0
1115,1116000,-100.0
1117,1118000,-100.0
1119,1120000,-100.0
1121,1122000,-100.0
1123,1124000,-100.0
1125,1126000,-100.0
1127,1128000,-100.0
1129,1130000,-100.0
1131,1132000,-100.0
1133,1134000,-100.0
1135,1136000,-100.0
1137,1138000,-100.0
1139,1140000,-100.0
1141,1142000,-100.0
1143,1144000,-100.0
1145,1146000,-100.0
1147,1148000,-100.0
1149,1150000,-100.0
1151,1152000,-100.0
1153,1154000,-100.0
1155,1156000,-100.0
1157,1158000,-100.0
1159,1160000,-100.0
1161,1162000,-100.0
1163,1164000,-100.0
1165,1166000,-100.0
1167,1168000,-100.0
1169,1170000,-100.0
1171,1172000,-100.0
1173,1174000,-100.0
1175,1176000,-100.0
1177,1178000,-100.0
1179,1180000,-100.0
1181,1182000,-100.0
1183,1184000,-100.0
1185,1186000,-100.0
1187,1188000,-100.0
1189,1190000,-100.0
1191,1192000,-100.0
1193,1194000,-100.0
1195,1196000,-100.0
1197,1198000,-100.0
1199,1200000,-100.0
1201,1202000,-100.0
1203,1204000,-100.0
1205,1206000,-100.0
1207,1208000,-100.0
1209,1210000,-100.0
1211,1212000,-100.0
1213,1214000,-100.0
1215,1216000,-100.0
1217,1218000,-100.0
1219,1220000,-100.0
1221,1222000,-100.0
1223,1224000,-100.0
1225,1226000,-100.0
1227,1228000,-100.0
1229,1230000,-100.0
1231,1232000,-100.0
1233,1234000,-100.0
1235,1236000,-100.0
1237,1238000,-100.0
1239,1240000,-100.0
1241,1242000,-100.0
1243,1244000,-100.0
1245,1246000,-100.0
1247,1248000,-100.0
1249,1250000,-100.0
1251,1252000,-100.0
1253,1254000,-100.0
1255,1256000,-100.0
1257,1258000,-100.0
1259,1260000,-100.0
1261,1262000,-100.0
1263,1264000,-100.0
1265,1266000,-100.0
1267,1268000,-100.0
1269,1270000,-100.0
1271,1272000,-100.0
1273,1274000,-100.0
1275,1276000,-100.0
1277,1278000,-100.0
1279,1280000,-100.0
1281,1282000,-100.0
1283,1284000,-100.0
1285,1286000,-100.0
1287,1288000,-100.0
1289,1290000,-100.0
1291,1292000,-100.0
1293,1294000,-100.0
1295,1296000,-100.0
1297,1298000,-100.0
1299,1300000,-100.0
1301,1302000,-100.0
1303,1304000,-100.0
1305,1306000,-100.0
1307,1308000,-100.0
1309,1310000,-100.0
1311,1312000,-100.0
1313,1314000,-100.0
1315,1316000,-100.0
1317,1318000,-100.0
1319,1320000,-100.0
1321,1322000,-100.0
1323,1324000,-100.0
1325,1326000,-100.0
1327,1328000,-100.0
1329,1330000,-100.0
1331,1332000,-100.0
1333,1334000,-100.0
1335,1336000,-100.0
1337,1338000,-100.0
1339,1340000,-100.0
1341,1342000,-100.0
1343,1344000,-100.0
1345,1346000,-100.0
1347,1348000,-100.0
1349,1350000,-100.0
1351,1352000,-100.0
1353,1354000,-100.0
1355,1356000,-100.0
1357,1358000,-100.0
1359,1360000,-100.0
1361,1362000,-100.0
1363,1364000,-100.0
1365,1366000,-100.0
1367,1368000,-100.0
1369,1370000,-100.0
1371,1372000,-100.0
1373,1374000,-100.0
1375,1376000,-100.0
1377,1378000,-100.0
1379,1380000,-100.0
1381,1382000,-100.0
1383,1384000,-100.0
1385,1386000,-100.0
1387,1388000,-100.0
1389,1390000,-100.0
1391,1392000,-100.0
1393,1394000,-100.0
1395,1396000,-100.0
1397,1398000,-100.0
1399,1400000,-100.0
1401,1402000,-100.0
1403,1404000,-100.0
1405,1406000,-100.0
1407,1408000,-100.0
1409,1410000,-100.0
1411,1412000,-100.0
1413,1414000,-100.0
1415,1416000,-100.0
1417,1418000,-100.0
1419,1420000,-100.0
1421,1422000,-100.0
1423,1424000,-100.0
1425,1426000,-100.0
1427,1428000,-100.0
1429,1430000,-100.0
1431,1432000,-100.0
1433,1434000,-100.0
1435,1436000,-100.0
1437,1438000,-100.0
1439,1440000,-100.0
1441,1442000,-100.0
1443,1444000,-100.0
1445,1446000,-100.0
1447,1448000,-100.0
1449,1450000,-100.0
1451,1452000,-100.0
1453,1454000,-100.0
1455,1456000,-100.0
1457,1458000,-100.0
1459,1460000,-100.0
1461,1462000,-100.0
1463,1464000,-100.0
1465,1466000,-100.0
1467,1468000,-100.0
1469,1470000,-100.0
1471,1472000,-100.0
1473,1474000,-100.0
1475,1476000,-100.0
1477,1478000,-100.0
1479,1480000,-100.0
1481,1482000,-100.0
1483,1484000,-100.0
1485,1486000,-100.0
1487,1488000,-100.0
1489,1490000,-100.0
1491,1492000,-100.0
1493,1494000,-100.0
1495,1496000,-100.0
1497,1498000,-100.0
1499,1500000,-100.0
1501,1502000,-100.0
1503,1504000,-100.0
1505,1506000,-100.0
1507,1508000,-100.0
1509,1510000,-100.0
1511,1512000,-100.0
1513,1514000,-100.0
1515,1516000,-100.0
1517,1518000,-100.0
1519,1520000,-100.0
1521,1522000,-100.0
1523,1524000,-100.0
1525,1526000,-100.0
1527,1528000,-100.0
1529,1530000,-100.0
1531,1532000,-100.0
1533,1534000,-100.0
1535,1536000,-100.0
1537,1538000,-100.0
1539,1540000,-100.0
1541,1542000,-100.0
1543,1544000,-100.0
1545,1546000,-100.0
1547,1548000,-100.0
1549,1550000,-100.0
1551,1552000,-100.0
1553,1554000,-100.0
1555,1556000,-100.0
1557,1558000,-100.0
1559,1560000,-100.0
1561,1562000,-100.0
1563,1564000,-100.0
1565,1566000,-100.0
1567,1568000,-100.0
1569,1570000,-100.0
1571,1572000,-100.0
1573,1574000,-100.0
1575,1576000,-100.0
1577,1578000,-100.0
1579,1580000,-100.0
1581,1582000,-100.0
1583,1584000,-100.0
1585,1586000,-100.0
1587,1588000,-100.0
1589,1590000,-100.0
1591,1592000,-100.0
1593,1594000,-100.0
1595,1596000,-100.0
1597,1598000,-100.0
1599,1600000,-100.0
1601,1602000,-100.0
1603,1604000,-100.0
1605,1606000,-100.0
1607,1608000,-100.0
1609,1610000,-100.0
1611,1612000,-100.0
1613,1614000,-100.0
1615,1616000,-100.0
1617,1618000,-100.0
1619,1620000,-100.0
1621,1622000,-100.0
1623,1624000,-100.0
1625,1626000,-100.0
1627,1628000,-100.0
1629,1630000,-100.0
1631,1632000,-100.0
1633,1634000,-100.0
1635,1636000,-100.0
1637,1638000,-100.0
1639,1640000,-100.0
1641,1642000,-100.0
1643,1644000,-100.0
1645,1646000,-100.0
1647,1648000,-100.0
1649,1650000,-100.0
1651,1652000,-100.0
1653,1654000,-100.0
1655,1656000,-100.0
1657,1658000,-100.0
1659,1660000,-100.0
1661,1662000,-100.0
1663,1664000,-100.0
1665,1666000,-100.0
1667,1668000,-100.0
1669,1670000,-100.0
1671,1672000,-100.0
1673,1674000,-100.0
1675,1676000,-100.0
1677,1678000,-100.0
1679,1680000,-100.0
1681,1682000,-100.0
1683,1684000,-100.0
1685,1686000,-100.0
1687,1688000,-100.0
1689,1690000,-100.0
1691,1692000,-100.0
1693,1694000,-100.0
1695,1696000,-100.0
1697,1698000,-100.0
1699,1700000,-100.0
1701,1702000,-100.0
1703,1704000,-100.0
1705,1706000,-100.0
1707,1708000,-100.0
1709,1710000,-100.0
1711,1712000,-100.0
1713,1714000,-100.0
1715,1716000,-100.0
1717,1718000,-100.0
1719,1720000,-100.0
1721,1722000,-100.0
1723,1724000,-100.0
1725,1726000,-100.0
1727,1728000,-100.0
1729,1730000,-100.0
1731,1732000,-100.0
1733,1734000,-100.0
1735,1736000,-100.0
1737,1738000,-100.0
1739,1740000,-100.0
1741,1742000,-100.0
1743,1744000,-100.0
1745,1746000,-100.0
1747,1748000,-100.0
1749,1750000,-100.0
1751,1752000,-100.0
1753,1754000,-100.0
1755,1756000,-100.0
1757,1758000,-100.0
1759,1760000,-100.0
1761,1762000,-100.0
1763,1764000,-100.0
1765,1766000,-100.0
1767,1768000,-100.0
1769,1770000,-100.0
1771,1772000,-100.0
1773,1774000,-100.0
1775,1776000,-100.0
1777,1778000,-100.0
1779,1780000,-100.0
1781,1782000,-100.0
1783,1784000,-100.0
1785,1786000,-100.0
1787,1788000,-100.0
1789,1790000,-100.0
1791,1792000,-100.0
1793,1794000,-100.0
1795,1796000,-100.0
1797,1798000,-100.0
1799,1800000,-100.0
1801,1802000,-100.0
1803,1804000,-100.0
1805,1806000,-100.0
1807,1808000,-100.0
1809,1810000,-100.0
1811,1812000,-100.0
1813,1814000,-100.0
1815,1816000,-100.0
1817,1818000,-100.0
1819,1820000,-100.0
1821,1822000,-100.0
1823,1824000,-100.0
1825,1826000,-100.0
1827,1828000,-100.0
1829,1830000,-100.0
1831,1832000,-100.0
1833,1834000,-100.0
1835,1836000,-100.0
1837,1838000,-100.0
1839,1840000,-100.0
1841,1842000,-100.0
1843,1844000,-100.0
1845,1846000,-100.0
1847,1848000,-100.0
1849,1850000,-100.0
1851,1852000,-100.0
1853,1854000,-100.0
1855,1856000,-100.0
1857,1858000,-100.0
1859,1860000,-100.0
1861,1862000,-100.0
1863,1864000,-100.0
1865,1866000,-100.0
1867,1868000,-100.0
1869,1870000,-100.0
1871,1872000,-100.0
1873,1874000,-100.0
1875,1876000,-100.0
1877,1878000,-100.0
1879,1880000,-100.0
1881,1882000,-100.0
1883,1884000,-100.0
1885,1886000,-100.0
1887,1888000,-100.0
1889,1890000,-100.0
1891,1892000,-100.0
1893,1894000,-100.0
1895,1896000,-100.0
1897,1898000,-100.0
1899,1900000,-100.0
1901,1902000,-100.0
1903,1904000,-100.0
1905,1906000,-100.0
1907,1908000,-100.0
1909,1910000,-100.0
1911,1912000,-100.0
1913,1914000,-100.0
1915,1916000,-100.0
1917,1918000,-100.0
1919,1920000,-100.0
1921,1922000,-100.0
1923,1924000,-100.0
1925,1926000,-100.0
1927,1928000,-100.0
1929,1930000,-100.0
1931,1932000,-100.0
1933,1934000,-100.0
1935,1936000,-100.0
1937,1938000,-100.0
1939,1940000,-100.0
1941,1942000,-100.0
1943,1944000,-100.0
1945,1946000,-100.0
1947,1948000,-100.0
1949,1950000,-100.0
1951,1952000,-100.0
1953,1954000,-100.0
1955,1956000,-100.0
1957,1958000,-100.0
1959,1960000,-100.0
1961,1962000,-100.0
1963,1964000,-100.0
1965,1966000,-100.0
1967,1968000,-100.0
1969,1970000,-100.0
1971,1972000,-100.0
1973,1974000,-100.0
1975,1976000,-100.0
1977,1978000,-100.0
1979,1980000,-100.0
1981,1982000,-100.0
1983,1984000,-100.0
1985,1986000,-100.0
1987,1988000,-100.0
1989,1990000,-100.0
1991,1992000,-100.0
1993,1994000,-100.0
1995,1996000,-100.0
1997,1998000,-100.0
1999,2000000,-100.0
2001,2002000,-100.0
2003,2004000,-100.0
2005,2006000,-100.0
2007,2008000,-100.0
2009,2010000,-100.0
2011,2012000,-100.0
2013,2014000,-100.0
2015,2016000,-100.0
2017,2018000,-100.0
2019,2020000,-100.0
2021,2022000,-100.0
2023,2024000,-100.0
2025,2026000,-100.0
2027,2028000,-100.0
2029,2030000,-100.0
2031,2032000,-100.0
2033,2034000,-100.0
2035,2036000,-100.0
2037,2038000,-100.0
2039,2040000,-100.0
2041,2042000,-100.0
2043,2044000,-100.0
2045,2046000,-100.0
2047,2048000,-100.0
2049,2050000,-100.0
2051,2052000,-100.0
2053,2054000,-100.0
2055,2056000,-100.0
2057,2058000,-100.0
2059,2060000,-100.0
2061,2062000,-100.0
2063,2064000,-100.0
2065,2066000,-100.0
2067,2068000,-100.0
2069,2070000,-100.0
2071,2072000,-100.0
2073,2074000,-100.0
2075,2076000,-100.0
2077,2078000,-100.0
2079,2080000,-100.0
2081,2082000,-100.0
2083,2084000,-100.0
2085,2086000,-100.0
2087,2088000,-100.0
2089,2090000,-100.0
2091,2092000,-100.0
2093,2094000,-100.0
2095,2096000,-100.0
2097,2098000,-100.0
2099,2100000,-100.0
2101,2102000,-100.0
2103,2104000,-100.0
2105,2106000,-100.0
2107,2108000,-100.0
2109,2110000,-100.0
2111,2112000,-100.0
2113,2114000,-100.0
2115,2116000,-100.0
2117,2118000,-100.0
2119,2120000,-100.0
2121,2122000,-100.0
2123,2124000,-100.0
2125,2126000,-100.0
2127,2128000,-100.0
2129,2130000,-100.0
2131,2132000,-100.0
2133,2134000,-100.0
2135,2136000,-100.0
2137,2138000,-100.0
2139,2140000,-100.0
2141,2142000,-100.0
2143,2144000,-100.0
2145,2146000,-100.0
2147,2148000,-100.0
2149,2150000,-100.0
2151,2152000,-100.0
2153,2154000,-100.0
2155,2156000,-100.0
2157,2158000,-100.0
2159,2160000,-100.0
2161,2162000,-100.0
2163,2164000,-100.0
2165,2166000,-100.0
2167,2168000,-100.0
2169,2170000,-100.0
2171,2172000,-100.0
2173,2174000,-100.0
2175,2176000,-100.0
2177,2178000,-100.0
2179,2180000,-100.0
2181,2182000,-100.0
2183,2184000,-100.0
2185,2186000,-100.0
2187,2188000,-100.0
2189,2190000,-100.0
2191,2192000,-100.0
2193,2194000,-100.0
2195,2196000,-100.0
2197,2198000,-100.0
2199,2200000,-100.0
2201,2202000,-100.0
2203,2204000,-100.0
2205,2206000,-100.0
2207,2208000,-100.0
2209,2210000,-100.0
2211,2212000,-100.0
2213,2214000,-100.0
2215,2216000,-100.0
2217,2218000,-100.0
2219,2220000,-100.0
2221,2222000,-100.0
2223,2224000,-100.0
2225,2226000,-100.0
2227,2228000,-100.0
2229,2230000,-100.0
2231,2232000,-100.0
2233,2234000,-100.0
2235,2236000,-100.0
2237,2238000,-100.0
2239,2240000,-100.0
2241,2242000,-100.0
2243,2244000,-100.0
2245,2246000,-100.0
2247,2248000,-100.0
2249,2250000,-100.0
2251,2252000,-100.0
2253,2254000,-100.0
2255,2256000,-100.0
2257,2258000,-100.0
2259,2260000,-100.0
2261,2262000,-100.0
2263,2264000,-100.0
2265,2266000,-100.0
2267,2268000,-100.0
2269,2270000,-100.0
2271,2272000,-100.0
2273,2274000,-100.0
2275,2276000,-100.0
2277,2278000,-100.0
2279,2280000,-100.0
2281,2282000,-100.0
2283,2284000,-100.0
2285,2286000,-100.0
2287,2288000,-100.0
2289,2290000,-100.0
2291,2292000,-100.0
2293,2294000,-100.0
2295,2296000,-100.0
2297,2298000,-100.0
2299,2300000,-100.0
2301,2302000,-100.0
2303,2304000,-100.0
2305,2306000,-100.0
2307,2308000,-100.0
2309,2310000,-100.0
2311,2312000,-100.0
2313,2314000,-100.0
2315,2316000,-100.0
2317,2318000,-100.0
2319,2320000,-100.0
2321,2322000,-100.0
2323,2324000,-100.0
2325,2326000,-100.0
2327,2328000,-100.0
2329,2330000,-100.0
2331,2332000,-100.0
2333,2334000,-100.0
2335,2336000,-100.0
2337,2338000,-100.0
2339,2340000,-100.0
2341,2342000,-100.0
2343,2344000,-100.0
2345,2346000,-100.0
2347,2348000,-100.0
2349,2350000,-100.0
2351,2352000,-100.0
2353,2354000,-100.0
2355,2356000,-100.0
2357,2358000,-100.0
2359,2360000,-100.0
2361,2362000,-100.0
2363,2364000,-100.0
2365,2366000,-100.0
2367,2368000,-100.0
2369,2370000,-100.0
2371,2372000,-100.0
2373,2374000,-100.0
2375,2376000,-100.0
2377,2378000,-100.0
2379,2380000,-100.0
2381,2382000,-100.0
2383,2384000,-100.0
2385,2386000,-100.0
2387,2388000,-100.0
2389,2390000,-100.0
2391,2392000,-100.0
2393,2394000,-100.0
2395,2396000,-100.0
2397,2398000,-100.0
2399,2400000,-100.0
2401,2402000,-100.0
2403,2404000,-100.0
2405,2406000,-100.0
2407,2408000,-100.0
2409,2410000,-100.0
2411,2412000,-100.0
2413,2414000,-100.0
2415,2416000,-100.0
2417,2418000,-100.0
2419,2420000,-100.0
2421,2422000,-100.0
2423,2424000,-100.0
2425,2426000,-100.0
2427,2428000,-100.0
2429,2430000,-100.0
2431,2432000,-100.0
2433,2434000,-100.0
2435,2436000,-100.0
2437,2438000,-100.0
2439,2440000,-100.0
2441,2442000,-100.0
2443,2444000,-100.0
2445,2446000,-100.0
2447,2448000,-100.0
2449,2450000,-100.0
2451,2452000,-100.0
2453,2454000,-100.0
2455,2456000,-100.0
2457,2458000,-100.0
2459,2460000,-100.0
2461,2462000,-100.0
2463,2464000,-100.0
2465,2466000,-100.0
2467,2468000,-100.0
2469,2470000,-100.0
2471,2472000,-100.0
2473,2474000,-100.0
2475,2476000,-100.0
2477,2478000,-100.0
2479,2480000,-100.0
2481,2482000,-100.0
2483,2484000,-100.0
2485,2486000,-100.0
2487,2488000,-100.0
2489,2490000,-100.0
2491,2492000,-100.0
2493,2494000,-100.0
2495,2496000,-100.0
